"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"ARTN_GFRA3","ARTN_GFRA3","GDNF","Artn","GFRA3_RET","","","","","PMID: 11544105","Secreted Signaling","Artn  - Gfra3"
"PSPN_GFRA4","PSPN_GFRA4","GDNF","Pspn","GFRA4_RET","","","","","PMID: 11544105","Secreted Signaling","Pspn  - Gfra4"
"ARTN_GFRA1","ARTN_GFRA1","GDNF","Artn","GFRA1_RET","","","","","PMID: 11544105","Secreted Signaling","Artn  - Gfra1"
"NODAL_ACVR1B_ACVR2A","NODAL_ACVR1B_ACVR2A","NODAL","Nodal","ACVR1B_ACVR2A_CFC1","NODAL agonist","NODAL antagonist","","","KEGG: mmu04350; PMID: 17287255","Secreted Signaling","Nodal  - (Acvr1b+Acvr2a)"
"NODAL_ACVR1C_ACVR2A","NODAL_ACVR1C_ACVR2A","NODAL","Nodal","ACVR1C_ACVR2A_CFC1","NODAL agonist","NODAL antagonist","","","KEGG: mmu04350; PMID: 17287255","Secreted Signaling","Nodal  - (Acvr1c+Acvr2a)"
"NODAL_ACVR1B_ACVR2B","NODAL_ACVR1B_ACVR2B","NODAL","Nodal","ACVR1B_ACVR2B_CFC1","NODAL agonist","NODAL antagonist","","","KEGG: mmu04350; PMID: 17287255","Secreted Signaling","Nodal  - (Acvr1b+Acvr2b)"
"NODAL_ACVR1C_ACVR2B","NODAL_ACVR1C_ACVR2B","NODAL","Nodal","ACVR1C_ACVR2B_CFC1","NODAL agonist","NODAL antagonist","","","KEGG: mmu04350; PMID: 17287255","Secreted Signaling","Nodal  - (Acvr1c+Acvr2b)"
"GDF1_ACVR1B_ACVR2A","GDF1_ACVR1B_ACVR2A","NODAL","Gdf1","ACVR1B_ACVR2A_CFC1","NODAL agonist","NODAL antagonist","","","KEGG: mmu04350; PMID: 17287255","Secreted Signaling","Gdf1  - (Acvr1b+Acvr2a)"
"GDF1_ACVR1B_ACVR2B","GDF1_ACVR1B_ACVR2B","NODAL","Gdf1","ACVR1B_ACVR2B_CFC1","NODAL agonist","NODAL antagonist","","","KEGG: mmu04350; PMID: 17287255","Secreted Signaling","Gdf1  - (Acvr1b+Acvr2b)"
"GDF1_ACVR1C_ACVR2A","GDF1_ACVR1C_ACVR2A","NODAL","Gdf1","ACVR1C_ACVR2A_CFC1","NODAL agonist","NODAL antagonist","","","KEGG: mmu04350; PMID: 17287255","Secreted Signaling","Gdf1  - (Acvr1c+Acvr2a)"
"GDF1_ACVR1C_ACVR2B","GDF1_ACVR1C_ACVR2B","NODAL","Gdf1","ACVR1C_ACVR2B_CFC1","NODAL agonist","NODAL antagonist","","","KEGG: mmu04350; PMID: 17287255","Secreted Signaling","Gdf1  - (Acvr1c+Acvr2b)"
"GDF3_ACVR1B_ACVR2A","GDF3_ACVR1B_ACVR2A","NODAL","Gdf3","ACVR1B_ACVR2A_CFC1","NODAL agonist","NODAL antagonist","","","KEGG: mmu04350; PMID: 17287255","Secreted Signaling","Gdf3  - (Acvr1b+Acvr2a)"
"GDF3_ACVR1B_ACVR2B","GDF3_ACVR1B_ACVR2B","NODAL","Gdf3","ACVR1B_ACVR2B_CFC1","NODAL agonist","NODAL antagonist","","","KEGG: mmu04350; PMID: 17287255","Secreted Signaling","Gdf3  - (Acvr1b+Acvr2b)"
"GDF3_ACVR1C_ACVR2A","GDF3_ACVR1C_ACVR2A","NODAL","Gdf3","ACVR1C_ACVR2A_CFC1","NODAL agonist","NODAL antagonist","","","KEGG: mmu04350; PMID: 17287255","Secreted Signaling","Gdf3  - (Acvr1c+Acvr2a)"
"GDF3_ACVR1C_ACVR2B","GDF3_ACVR1C_ACVR2B","NODAL","Gdf3","ACVR1C_ACVR2B_CFC1","NODAL agonist","NODAL antagonist","","","KEGG: mmu04350; PMID: 17287255","Secreted Signaling","Gdf3  - (Acvr1c+Acvr2b)"
"INHBA_ACVR1B_ACVR2A","INHBA_ACVR1B_ACVR2A","ACTIVIN","Inhba","ACVR1B_ACVR2A","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhba  - (Acvr1b+Acvr2a)"
"INHBA_ACVR1B_ACVR2B","INHBA_ACVR1B_ACVR2B","ACTIVIN","Inhba","ACVR1B_ACVR2B","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhba  - (Acvr1b+Acvr2b)"
"INHBB_ACVR1B_ACVR2A","INHBB_ACVR1B_ACVR2A","ACTIVIN","Inhbb","ACVR1B_ACVR2A","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhbb  - (Acvr1b+Acvr2a)"
"INHBB_ACVR1B_ACVR2B","INHBB_ACVR1B_ACVR2B","ACTIVIN","Inhbb","ACVR1B_ACVR2B","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhbb  - (Acvr1b+Acvr2b)"
"INHBB_ACVR1C_ACVR2A","INHBB_ACVR1C_ACVR2A","ACTIVIN","Inhbb","ACVR1C_ACVR2A","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhbb  - (Acvr1c+Acvr2a)"
"INHBB_ACVR1C_ACVR2B","INHBB_ACVR1C_ACVR2B","ACTIVIN","Inhbb","ACVR1C_ACVR2B","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhbb  - (Acvr1c+Acvr2b)"
"INHBC_ACVR1B_ACVR2A","INHBC_ACVR1B_ACVR2A","ACTIVIN","Inhbc","ACVR1B_ACVR2A","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhbc  - (Acvr1b+Acvr2a)"
"INHBC_ACVR1B_ACVR2B","INHBC_ACVR1B_ACVR2B","ACTIVIN","Inhbc","ACVR1B_ACVR2B","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhbc  - (Acvr1b+Acvr2b)"
"INHBC_ACVR1C_ACVR2A","INHBC_ACVR1C_ACVR2A","ACTIVIN","Inhbc","ACVR1C_ACVR2A","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhbc  - (Acvr1c+Acvr2a)"
"INHBC_ACVR1C_ACVR2B","INHBC_ACVR1C_ACVR2B","ACTIVIN","Inhbc","ACVR1C_ACVR2B","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhbc  - (Acvr1c+Acvr2b)"
"INHBE_ACVR1B_ACVR2A","INHBE_ACVR1B_ACVR2A","ACTIVIN","Inhbe","ACVR1B_ACVR2A","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhbe  - (Acvr1b+Acvr2a)"
"INHBE_ACVR1B_ACVR2B","INHBE_ACVR1B_ACVR2B","ACTIVIN","Inhbe","ACVR1B_ACVR2B","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhbe  - (Acvr1b+Acvr2b)"
"INHBE_ACVR1C_ACVR2A","INHBE_ACVR1C_ACVR2A","ACTIVIN","Inhbe","ACVR1C_ACVR2A","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhbe  - (Acvr1c+Acvr2a)"
"INHBE_ACVR1C_ACVR2B","INHBE_ACVR1C_ACVR2B","ACTIVIN","Inhbe","ACVR1C_ACVR2B","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","KEGG: mmu04350","Secreted Signaling","Inhbe  - (Acvr1c+Acvr2b)"
"INHBABB_ACVR1B_ACVR2A","INHBABB_ACVR1B_ACVR2A","ACTIVIN","Activin AB","ACVR1B_ACVR2A","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","PMID: 2457849; PMID: 22991378","Secreted Signaling","Inhbabb  - (Acvr1b+Acvr2a)"
"INHBABB_ACVR1B_ACVR2B","INHBABB_ACVR1B_ACVR2B","ACTIVIN","Activin AB","ACVR1B_ACVR2B","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","PMID: 2457849; PMID: 22991378","Secreted Signaling","Inhbabb  - (Acvr1b+Acvr2b)"
"INHBABB_ACVR1C_ACVR2A","INHBABB_ACVR1C_ACVR2A","ACTIVIN","Activin AB","ACVR1C_ACVR2A","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","PMID: 2457849; PMID: 22991378","Secreted Signaling","Inhbabb  - (Acvr1c+Acvr2a)"
"INHB_ACVR1C_ACVR2B","INHB_ACVR1C_ACVR2B","ACTIVIN","Activin AB","ACVR1C_ACVR2B","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","PMID: 2457849; PMID: 22991378","Secreted Signaling","Inhb  - (Acvr1c+Acvr2b)"
"INHABA_ACVR2A","INHABA_ACVR2A","ACTIVIN","Inhibin A","Acvr2a","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","PMID: 15027884","Secreted Signaling","Inhaba  - Acvr2a"
"INHABB_ACVR2B","INHABB_ACVR2B","ACTIVIN","Inhibin B","Acvr2b","","ACTIVIN antagonist","","ACTIVIN inhibition receptor","PMID: 15027884","Secreted Signaling","Inhabb  - Acvr2b"
"WNT1_FZD1_LRP5","WNT1_FZD1_LRP5","WNT","Wnt1","FZD1_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt1  - (Fzd1+Lrp5)"
"WNT1_FZD10_LRP5","WNT1_FZD10_LRP5","WNT","Wnt1","FZD10_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt1  - (Fzd10+Lrp5)"
"WNT1_FZD2_LRP5","WNT1_FZD2_LRP5","WNT","Wnt1","FZD2_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt1  - (Fzd2+Lrp5)"
"WNT1_FZD3_LRP5","WNT1_FZD3_LRP5","WNT","Wnt1","FZD3_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt1  - (Fzd3+Lrp5)"
"WNT1_FZD4_LRP5","WNT1_FZD4_LRP5","WNT","Wnt1","FZD4_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt1  - (Fzd4+Lrp5)"
"WNT1_FZD5_LRP5","WNT1_FZD5_LRP5","WNT","Wnt1","FZD5_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt1  - (Fzd5+Lrp5)"
"WNT1_FZD6_LRP5","WNT1_FZD6_LRP5","WNT","Wnt1","FZD6_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt1  - (Fzd6+Lrp5)"
"WNT1_FZD7_LRP5","WNT1_FZD7_LRP5","WNT","Wnt1","FZD7_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt1  - (Fzd7+Lrp5)"
"WNT1_FZD8_LRP5","WNT1_FZD8_LRP5","WNT","Wnt1","FZD8_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt1  - (Fzd8+Lrp5)"
"WNT1_FZD9_LRP5","WNT1_FZD9_LRP5","WNT","Wnt1","FZD9_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt1  - (Fzd9+Lrp5)"
"WNT10A_FZD1_LRP5","WNT10A_FZD1_LRP5","WNT","Wnt10a","FZD1_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd1+Lrp5)"
"WNT10A_FZD10_LRP5","WNT10A_FZD10_LRP5","WNT","Wnt10a","FZD10_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd10+Lrp5)"
"WNT10A_FZD2_LRP5","WNT10A_FZD2_LRP5","WNT","Wnt10a","FZD2_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd2+Lrp5)"
"WNT10A_FZD3_LRP5","WNT10A_FZD3_LRP5","WNT","Wnt10a","FZD3_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd3+Lrp5)"
"WNT10A_FZD4_LRP5","WNT10A_FZD4_LRP5","WNT","Wnt10a","FZD4_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd4+Lrp5)"
"WNT10A_FZD5_LRP5","WNT10A_FZD5_LRP5","WNT","Wnt10a","FZD5_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd5+Lrp5)"
"WNT10A_FZD6_LRP5","WNT10A_FZD6_LRP5","WNT","Wnt10a","FZD6_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd6+Lrp5)"
"WNT10A_FZD7_LRP5","WNT10A_FZD7_LRP5","WNT","Wnt10a","FZD7_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd7+Lrp5)"
"WNT10A_FZD8_LRP5","WNT10A_FZD8_LRP5","WNT","Wnt10a","FZD8_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd8+Lrp5)"
"WNT10A_FZD9_LRP5","WNT10A_FZD9_LRP5","WNT","Wnt10a","FZD9_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10a  - (Fzd9+Lrp5)"
"WNT10B_FZD1_LRP5","WNT10B_FZD1_LRP5","WNT","Wnt10b","FZD1_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd1+Lrp5)"
"WNT10B_FZD10_LRP5","WNT10B_FZD10_LRP5","WNT","Wnt10b","FZD10_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd10+Lrp5)"
"WNT10B_FZD2_LRP5","WNT10B_FZD2_LRP5","WNT","Wnt10b","FZD2_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd2+Lrp5)"
"WNT10B_FZD3_LRP5","WNT10B_FZD3_LRP5","WNT","Wnt10b","FZD3_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd3+Lrp5)"
"WNT10B_FZD4_LRP5","WNT10B_FZD4_LRP5","WNT","Wnt10b","FZD4_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd4+Lrp5)"
"WNT10B_FZD5_LRP5","WNT10B_FZD5_LRP5","WNT","Wnt10b","FZD5_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd5+Lrp5)"
"WNT10B_FZD6_LRP5","WNT10B_FZD6_LRP5","WNT","Wnt10b","FZD6_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd6+Lrp5)"
"WNT10B_FZD7_LRP5","WNT10B_FZD7_LRP5","WNT","Wnt10b","FZD7_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd7+Lrp5)"
"WNT10B_FZD8_LRP5","WNT10B_FZD8_LRP5","WNT","Wnt10b","FZD8_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd8+Lrp5)"
"WNT10B_FZD9_LRP5","WNT10B_FZD9_LRP5","WNT","Wnt10b","FZD9_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt10b  - (Fzd9+Lrp5)"
"WNT16_FZD1_LRP5","WNT16_FZD1_LRP5","WNT","Wnt16","FZD1_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt16  - (Fzd1+Lrp5)"
"WNT16_FZD10_LRP5","WNT16_FZD10_LRP5","WNT","Wnt16","FZD10_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt16  - (Fzd10+Lrp5)"
"WNT16_FZD2_LRP5","WNT16_FZD2_LRP5","WNT","Wnt16","FZD2_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt16  - (Fzd2+Lrp5)"
"WNT16_FZD3_LRP5","WNT16_FZD3_LRP5","WNT","Wnt16","FZD3_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt16  - (Fzd3+Lrp5)"
"WNT16_FZD4_LRP5","WNT16_FZD4_LRP5","WNT","Wnt16","FZD4_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt16  - (Fzd4+Lrp5)"
"WNT16_FZD5_LRP5","WNT16_FZD5_LRP5","WNT","Wnt16","FZD5_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt16  - (Fzd5+Lrp5)"
"WNT16_FZD6_LRP5","WNT16_FZD6_LRP5","WNT","Wnt16","FZD6_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt16  - (Fzd6+Lrp5)"
"WNT16_FZD7_LRP5","WNT16_FZD7_LRP5","WNT","Wnt16","FZD7_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt16  - (Fzd7+Lrp5)"
"WNT16_FZD8_LRP5","WNT16_FZD8_LRP5","WNT","Wnt16","FZD8_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt16  - (Fzd8+Lrp5)"
"WNT16_FZD9_LRP5","WNT16_FZD9_LRP5","WNT","Wnt16","FZD9_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt16  - (Fzd9+Lrp5)"
"WNT2_FZD1_LRP5","WNT2_FZD1_LRP5","WNT","Wnt2","FZD1_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd1+Lrp5)"
"WNT2_FZD10_LRP5","WNT2_FZD10_LRP5","WNT","Wnt2","FZD10_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd10+Lrp5)"
"WNT2_FZD2_LRP5","WNT2_FZD2_LRP5","WNT","Wnt2","FZD2_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd2+Lrp5)"
"WNT2_FZD3_LRP5","WNT2_FZD3_LRP5","WNT","Wnt2","FZD3_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd3+Lrp5)"
"WNT2_FZD4_LRP5","WNT2_FZD4_LRP5","WNT","Wnt2","FZD4_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd4+Lrp5)"
"WNT2_FZD5_LRP5","WNT2_FZD5_LRP5","WNT","Wnt2","FZD5_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd5+Lrp5)"
"WNT2_FZD6_LRP5","WNT2_FZD6_LRP5","WNT","Wnt2","FZD6_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd6+Lrp5)"
"WNT2_FZD7_LRP5","WNT2_FZD7_LRP5","WNT","Wnt2","FZD7_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd7+Lrp5)"
"WNT2_FZD8_LRP5","WNT2_FZD8_LRP5","WNT","Wnt2","FZD8_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd8+Lrp5)"
"WNT2_FZD9_LRP5","WNT2_FZD9_LRP5","WNT","Wnt2","FZD9_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2  - (Fzd9+Lrp5)"
"WNT2B_FZD1_LRP5","WNT2B_FZD1_LRP5","WNT","Wnt2b","FZD1_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd1+Lrp5)"
"WNT2B_FZD10_LRP5","WNT2B_FZD10_LRP5","WNT","Wnt2b","FZD10_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd10+Lrp5)"
"WNT2B_FZD2_LRP5","WNT2B_FZD2_LRP5","WNT","Wnt2b","FZD2_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd2+Lrp5)"
"WNT2B_FZD3_LRP5","WNT2B_FZD3_LRP5","WNT","Wnt2b","FZD3_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd3+Lrp5)"
"WNT2B_FZD4_LRP5","WNT2B_FZD4_LRP5","WNT","Wnt2b","FZD4_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd4+Lrp5)"
"WNT2B_FZD5_LRP5","WNT2B_FZD5_LRP5","WNT","Wnt2b","FZD5_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd5+Lrp5)"
"WNT2B_FZD6_LRP5","WNT2B_FZD6_LRP5","WNT","Wnt2b","FZD6_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd6+Lrp5)"
"WNT2B_FZD7_LRP5","WNT2B_FZD7_LRP5","WNT","Wnt2b","FZD7_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd7+Lrp5)"
"WNT2B_FZD8_LRP5","WNT2B_FZD8_LRP5","WNT","Wnt2b","FZD8_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd8+Lrp5)"
"WNT2B_FZD9_LRP5","WNT2B_FZD9_LRP5","WNT","Wnt2b","FZD9_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt2b  - (Fzd9+Lrp5)"
"WNT3_FZD1_LRP5","WNT3_FZD1_LRP5","WNT","Wnt3","FZD1_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd1+Lrp5)"
"WNT3_FZD10_LRP5","WNT3_FZD10_LRP5","WNT","Wnt3","FZD10_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd10+Lrp5)"
"WNT3_FZD2_LRP5","WNT3_FZD2_LRP5","WNT","Wnt3","FZD2_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd2+Lrp5)"
"WNT3_FZD3_LRP5","WNT3_FZD3_LRP5","WNT","Wnt3","FZD3_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd3+Lrp5)"
"WNT3_FZD4_LRP5","WNT3_FZD4_LRP5","WNT","Wnt3","FZD4_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd4+Lrp5)"
"WNT3_FZD5_LRP5","WNT3_FZD5_LRP5","WNT","Wnt3","FZD5_LRP5","WNT agonist","WNT antagonist","WNT activation receptor","WNT inhibition receptor","KEGG: mmu04310; PMID: 23209147","Secreted Signaling","Wnt3  - (Fzd5+Lrp5)"
